Station,ID,Address,Date,TSS,DO,P,ENT,Sal,Temp,pH,CHL_A,N
Double Run ,#REF!, Barratts Chapel Rd. (Rd. 371),7/12/2022 8:16,35,6.97,0.18,1230,0.12,23.1,7.1,75,2.49
Double Run ,#REF!, Barratts Chapel Rd. (Rd. 371),8/16/2022 8:41,30.1,6.77,0.17,1960,0.63,22.5,7,141,1.85
Double Run ,#REF!, Barratts Chapel Rd. (Rd. 371),9/13/2022 9:07,29.2,5.71,0.17,288,0.16,22.8,6.7,22.4,1.91
Double Run ,#REF!, Barratts Chapel Rd. (Rd. 371),10/18/2022 8:50,17.4,7.33,0.09,651,0.17,13.6,6.7,31.9,3.25
Double Run ,#REF!, Barratts Chapel Rd. (Rd. 371),11/3/2022 8:41,26.4,8.1,0.06,192,0.67,14.2,7,53.2,2.04
Cow Marsh Creek ,#REF!, Mahan Corner Rd. (Rd. 208),12/15/2021 7:55,3.5,11.54,0.06,34,0.05,5.7,6.7,1.77,1.52
Cow Marsh Creek ,#REF!, Mahan Corner Rd. (Rd. 208),2/23/2022 8:16,3.6,9.88,0.05,15,0.05,13.1,6.8,3.31,1.48
Cow Marsh Creek ,#REF!, Mahan Corner Rd. (Rd. 208),4/27/2022 7:53,7.9,8.65,0.1,43,0.05,15,6.6,5.98,1.46
Cow Marsh Creek ,#REF!, Mahan Corner Rd. (Rd. 208),6/15/2022 7:42,11.7,7.31,0.11,92,0.05,21.3,6.6,1.16,1.59
Cow Marsh Creek ,#REF!, Mahan Corner Rd. (Rd. 208),7/20/2022 7:54,3.6,6.62,0.1,551,0.05,25.1,6.7,2.22,1.28
Cow Marsh Creek ,#REF!, Mahan Corner Rd. (Rd. 208),9/29/2022 8:13,1.3,8.15,0.05,51,0.05,15.3,7,2.35,1.33
Cow Marsh Creek ,#REF!, Mahan Corner Rd. (Rd. 208),11/16/2022 7:29,3.2,9.39,0.07,384,0.05,9.1,6.7,1.99,1.18
Tappahanna Ditch ,#REF!, Sandy Bend Rd. (Rd. 222),12/15/2021 7:31,4.7,11.47,0.07,26,0.1,5.4,7.3,8.44,1.09
Tappahanna Ditch ,#REF!, Sandy Bend Rd. (Rd. 222),2/23/2022 7:52,4.3,9.37,0.07,15,0.05,13.5,7,6.62,1.11
Tappahanna Ditch ,#REF!, Sandy Bend Rd. (Rd. 222),4/27/2022 7:25,7,9.28,0.11,123,0.05,13.7,6.8,2.22,1.24
Tappahanna Ditch ,#REF!, Sandy Bend Rd. (Rd. 222),6/15/2022 7:18,4.5,6.98,0.13,256,0.05,21.6,6.9,1.66,1.11
Tappahanna Ditch ,#REF!, Sandy Bend Rd. (Rd. 222),7/20/2022 7:23,3.1,5.96,0.18,551,0.05,25.1,6.9,1.72,0.89
Tappahanna Ditch ,#REF!, Sandy Bend Rd. (Rd. 222),9/29/2022 7:41,15.9,8.17,0.11,278,0.15,15.1,7.5,5.45,0.81
Tappahanna Ditch ,#REF!, Sandy Bend Rd. (Rd. 222),11/16/2022 7:03,11.4,9.87,0.15,4840,0.05,9.2,7,2.24,1.34
Culbreth Marsh Ditch ,#REF!, Shady Bridge Rd. (Rd. 210),12/15/2021 7:44,3.2,10.87,0.05,2,0.11,6.2,6.7,5.99,2.6
Culbreth Marsh Ditch ,#REF!, Shady Bridge Rd. (Rd. 210),2/23/2022 8:04,3.7,9.34,0.06,17,0.05,12.9,6.6,8.84,2.01
Culbreth Marsh Ditch ,#REF!, Shady Bridge Rd. (Rd. 210),4/27/2022 7:43,4,8.98,0.08,37,0.05,14.2,6.5,3.52,1.82
Culbreth Marsh Ditch ,#REF!, Shady Bridge Rd. (Rd. 210),6/15/2022 8:32,5.5,7.02,0.15,129,0.05,21.1,6.6,1.23,2.28
Culbreth Marsh Ditch ,#REF!, Shady Bridge Rd. (Rd. 210),7/20/2022 7:42,6.8,6.05,0.2,731,0.05,24.3,6.7,1.83,2.05
Culbreth Marsh Ditch ,#REF!, Shady Bridge Rd. (Rd. 210),9/29/2022 7:59,1.7,8.94,0.03,36,0.13,15.1,7.1,1.64,2.96
Culbreth Marsh Ditch ,#REF!, Shady Bridge Rd. (Rd. 210),11/16/2022 7:15,4.3,9.5,0.19,4840,0.05,9.5,6.7,4.72,2.49
White Marsh Br. ,#REF!, Cedar Grove Church Rd. (Rd. 268),12/15/2021 8:14,2,10.87,0.04,34,0.11,6,6.6,1.27,6.67
White Marsh Br. ,#REF!, Cedar Grove Church Rd. (Rd. 268),2/23/2022 8:35,2.1,9.33,0.03,10,0.05,13.5,6.7,1.93,5.93
White Marsh Br. ,#REF!, Cedar Grove Church Rd. (Rd. 268),4/27/2022 8:09,3.8,8.97,0.06,66,0.05,13.9,6.5,1.2,5.39
White Marsh Br. ,#REF!, Cedar Grove Church Rd. (Rd. 268),6/15/2022 8:12,11.8,6.86,0.35,4840,0.05,20,6.4,3.13,4.69
White Marsh Br. ,#REF!, Cedar Grove Church Rd. (Rd. 268),7/20/2022 8:13,3.9,7.19,0.13,1100,0.1,23.1,6.7,0.7,4.62
White Marsh Br. ,#REF!, Cedar Grove Church Rd. (Rd. 268),9/29/2022 8:38,1.3,8.53,0.05,160,0.13,15.3,7,0.61,6.78
White Marsh Br. ,#REF!, Cedar Grove Church Rd. (Rd. 268),11/16/2022 7:53,2.8,9.05,0.14,4840,0.1,9.3,6.5,2.03,4.98
Mispillion River ,#REF!, Rt. 1,1/25/2022 8:00,3,12.96,0.03,17,0.11,4.5,7.3,11.7,5.12
Mispillion River ,#REF!, Rt. 1,3/16/2022 8:14,30.6,10.93,0.08,15,0.11,10.8,7.1,28.9,5.05
Mispillion River ,#REF!, Rt. 1,5/31/2022 7:32,26.3,7.57,0.08,279,0.11,25.1,7.5,27.1,3.04
Mispillion River ,#REF!, Rt. 1,7/19/2022 7:52,24.8,6.73,0.15,1450,0.15,27.7,7.3,110,2.39
Mispillion River ,#REF!, Rt. 1,8/23/2022 8:00,24.7,5.82,0.09,4840,1.46,25.9,7,64.7,1.65
Mispillion River ,#REF!, Rt. 1,9/14/2022 8:10,29,6.24,0.1,4840,3.63,22.8,7.1,59.2,1.55
Mispillion River ,#REF!, Rt. 1,10/19/2022 0:00,18.4,9.34,0.06,75,0.25,14,7.2,86.6,2.58
Mispillion River ,#REF!, Rt. 1,11/15/2022 8:18,1.7,9.45,0.03,93,0.11,11.3,7.4,23.6,2.75
Mispillion River ,#REF!, Cedar Creek confluence,12/15/2021 9:49,59.1,10.44,0.08,10,24.62,8.5,6.8,24.8,0.85
Mispillion River ,#REF!, Cedar Creek confluence,1/25/2022 8:22,130,12,0.25,51,17.36,2.7,7.4,13.6,2.2
Mispillion River ,#REF!, Cedar Creek confluence,2/9/2022 10:33,42.9,11.7,0.09,41,13.54,4.7,7,18.7,2.03
Mispillion River ,#REF!, Cedar Creek confluence,3/16/2022 8:58,44.3,10.22,0.08,5,25.19,10.1,8.1,30,0.64
Mispillion River ,#REF!, Cedar Creek confluence,4/13/2022 7:41,59.5,9.08,0.03,10,21.6,14.9,8,29.9,0.58
Mispillion River ,#REF!, Cedar Creek confluence,5/31/2022 7:51,31.1,5.67,0.08,160,14.59,24.1,7.1,13.3,1.15
Mispillion River ,#REF!, Cedar Creek confluence,6/14/2022 8:40,35,5.48,0.1,4350,25.15,24.2,7.4,20.6,0.89
Mispillion River ,#REF!, Cedar Creek confluence,7/19/2022 8:26,76.7,5.66,0.15,173,24.98,26.8,7.4,16.6,0.58
Mispillion River ,#REF!, Cedar Creek confluence,8/23/2022 8:26,56.7,6.11,0.03,10,30.76,25.2,7.9,17.3,0.25
Mispillion River ,#REF!, Cedar Creek confluence,9/14/2022 8:28,40,5.26,0.05,281,25.58,22.8,7.1,11,0.73
Mispillion River ,#REF!, Cedar Creek confluence,10/19/2022 0:00,48.7,8.08,0.05,41,22.83,13.3,7.6,11.6,0.64
Mispillion River ,#REF!, Cedar Creek confluence,11/15/2022 8:50,1.7,9.51,0.11,96,16.15,11.7,7.6,55.2,1.22
Abbotts Pond ,#REF!, Abbotts Pond Rd. (Rd. 620),1/25/2022 7:22,1.2,13.71,0.03,10,0.13,3.9,7.1,4.69,5.55
Abbotts Pond ,#REF!, Abbotts Pond Rd. (Rd. 620),3/16/2022 7:38,12.1,12.31,0.06,13,0.05,11.8,7.4,39.3,6.09
Abbotts Pond ,#REF!, Abbotts Pond Rd. (Rd. 620),5/31/2022 7:01,42.9,6.02,0.17,127,0.12,23.2,7.2,51,4.98
Abbotts Pond ,#REF!, Abbotts Pond Rd. (Rd. 620),7/19/2022 7:12,13.8,6.87,0.07,357,0.05,26.1,6.9,22.4,3.21
Abbotts Pond ,#REF!, Abbotts Pond Rd. (Rd. 620),8/23/2022 7:13,23.4,5.45,0.07,75,0.05,24.6,7.9,21.2,1.73
Abbotts Pond ,#REF!, Abbotts Pond Rd. (Rd. 620),9/14/2022 7:31,20.4,5.16,0.1,403,0.05,21.7,7.2,63.2,1.87
Abbotts Pond ,#REF!, Abbotts Pond Rd. (Rd. 620),10/19/2022 0:00,8.5,8.75,0.05,23,0.05,10.6,6.9,22.6,3.54
Abbotts Pond ,#REF!, Abbotts Pond Rd. (Rd. 620),11/15/2022 7:28,9.5,9.18,0.05,24,0.1,10.2,7.1,9.5,4.82
Silver Lake ,#REF!, Maple Ave.,1/25/2022 7:36,2,13.49,0.03,2,0.13,3.1,7.3,17.4,5.2
Silver Lake ,#REF!, Maple Ave.,3/16/2022 7:58,6.2,12.33,0.03,1,0.1,10.7,8.4,16.5,5.07
Silver Lake ,#REF!, Maple Ave.,5/31/2022 7:17,15.1,9.4,0.07,35,0.1,25.3,8.1,25.2,2.94
Silver Lake ,#REF!, Maple Ave.,7/19/2022 7:35,19.5,7.95,0.04,615,0.05,28.2,7.9,46.3,1.8
Silver Lake ,#REF!, Maple Ave.,8/23/2022 7:48,16.4,8.04,0.07,36,0.1,26.4,8.1,56.8,1.52
Silver Lake ,#REF!, Maple Ave.,9/14/2022 7:53,19.7,8.75,0.06,15,0.05,24.1,8.1,60.7,1.43
Silver Lake ,#REF!, Maple Ave.,10/19/2022 0:00,19,10.08,0.05,34,0.05,13.1,7.5,54.7,2.6
Silver Lake ,#REF!, Maple Ave.,11/15/2022 7:45,3.3,9.8,0.03,4,0.1,10.7,7.4,21.7,2.7
Beaverdam Branch ,#REF!, Deep Grass Ln. (Rd. 384),12/15/2021 9:14,1.9,10.83,0.02,115,0.05,8.1,5.9,3.15,6.21
Beaverdam Branch ,#REF!, Deep Grass Ln. (Rd. 384),1/25/2022 7:10,3.3,10.67,0.03,229,0.26,8.3,6.9,1.08,5.77
Beaverdam Branch ,#REF!, Deep Grass Ln. (Rd. 384),2/9/2022 9:10,3.8,11.12,0.06,794,0.05,6.3,6.2,2.45,5.37
Beaverdam Branch ,#REF!, Deep Grass Ln. (Rd. 384),3/16/2022 7:15,2.6,10.17,0.03,17,0.05,11,6.8,1.64,5.61
Beaverdam Branch ,#REF!, Deep Grass Ln. (Rd. 384),4/13/2022 8:39,4.8,9.36,0.03,775,0.39,15.1,6.9,3.41,5.15
Beaverdam Branch ,#REF!, Deep Grass Ln. (Rd. 384),5/31/2022 6:50,60.8,8.65,0.12,332,0.39,18.7,6.8,6.55,6.82
Beaverdam Branch ,#REF!, Deep Grass Ln. (Rd. 384),6/14/2022 10:31,4.4,8.69,0.04,775,0.19,18,7.1,0.76,6.19
Beaverdam Branch ,#REF!, Deep Grass Ln. (Rd. 384),7/19/2022 6:59,3.8,8.37,0.04,1630,0.05,19.9,6.7,1.5,5.72
Beaverdam Branch ,#REF!, Deep Grass Ln. (Rd. 384),8/23/2022 6:57,2.2,8.53,0.03,523,0.1,19.8,6.8,1.39,6.05
Beaverdam Branch ,#REF!, Deep Grass Ln. (Rd. 384),9/14/2022 7:20,1.4,8.8,0.03,731,0.05,17.8,6.9,0.91,5.79
Beaverdam Branch ,#REF!, Deep Grass Ln. (Rd. 384),10/19/2022 0:00,1.7,9.71,0.02,236,0.05,10.1,6.8,2.62,6.43
Beaverdam Branch ,#REF!, Deep Grass Ln. (Rd. 384),11/15/2022 7:04,0.5,10.76,0.02,238,0.05,8.1,6.8,1.93,6.35
Swiggetts Pond ,#REF!, Cedar Creek Rd. (Rt. 30),1/25/2022 9:05,2.3,12.66,0.02,10,0.11,4.5,7.5,4.79,4.9
Swiggetts Pond ,#REF!, Cedar Creek Rd. (Rt. 30),3/16/2022 9:57,5,10.96,0.03,4,0.1,13.2,7.8,6.13,4.72
Swiggetts Pond ,#REF!, Cedar Creek Rd. (Rt. 30),5/31/2022 8:29,3.4,8.37,0.02,13,0.1,26.5,7.6,8.54,2.69
Swiggetts Pond ,#REF!, Cedar Creek Rd. (Rt. 30),7/19/2022 9:15,5.5,9.12,0.02,21,0.05,29.4,9.8,8.86,1.5
Swiggetts Pond ,#REF!, Cedar Creek Rd. (Rt. 30),8/23/2022 9:21,42.8,9.19,0.17,23,0.17,28.2,10.1,49.7,2.9
Swiggetts Pond ,#REF!, Cedar Creek Rd. (Rt. 30),9/14/2022 9:19,27.9,9.61,0.08,6,0.17,25.2,9.9,93.6,1.73
Swiggetts Pond ,#REF!, Cedar Creek Rd. (Rt. 30),10/19/2022 0:00,0.9,9.65,0.01,4,0.12,15.6,7.6,12.6,2.09
Swiggetts Pond ,#REF!, Cedar Creek Rd. (Rt. 30),11/15/2022 9:44,0.5,9.43,0.01,6,0.11,12.5,7.7,4.13,2.69
Cedar Creek ,#REF!, Coastal Hwy. (Rt. 1),1/25/2022 8:53,11.9,11.94,0.04,49,0.52,3.7,7.4,4.93,4.77
Cedar Creek ,#REF!, Coastal Hwy. (Rt. 1),3/16/2022 9:42,58.7,10.39,0.11,35,0.74,13.2,7.7,43.6,5.09
Cedar Creek ,#REF!, Coastal Hwy. (Rt. 1),5/31/2022 8:17,66.3,6.77,0.14,172,0.39,25.2,7.3,88.7,3.02
Cedar Creek ,#REF!, Coastal Hwy. (Rt. 1),7/19/2022 8:57,115,5.6,0.21,582,1.24,27.3,7.3,81,1.95
Cedar Creek ,#REF!, Coastal Hwy. (Rt. 1),8/23/2022 9:09,39.9,7.66,0.13,1840,4.67,27.3,7.4,168,1.18
Cedar Creek ,#REF!, Coastal Hwy. (Rt. 1),9/14/2022 9:04,36,6.65,0.07,651,3.93,22.9,7.3,68.9,1.15
Cedar Creek ,#REF!, Coastal Hwy. (Rt. 1),10/19/2022 0:00,26.4,8.57,0.07,115,0.81,14,7.6,54.1,2.46
Cedar Creek ,#REF!, Coastal Hwy. (Rt. 1),11/15/2022 9:28,13.3,10.03,0.05,59,0.4,10.4,7.8,43.4,3.17
Cedar Creek ,#REF!, Cedar Beach Rd. (Rt. 36),1/25/2022 8:33,118,12.18,0.2,41,15.5,1.8,7.5,11.1,2.42
Cedar Creek ,#REF!, Cedar Beach Rd. (Rt. 36),3/16/2022 9:26,52.2,9.94,0.08,10,24.87,13.3,8.2,29.5,0.63
Cedar Creek ,#REF!, Cedar Beach Rd. (Rt. 36),5/31/2022 8:00,33.6,5.64,0.09,262,13.95,24.8,7.1,12.3,1.24
Cedar Creek ,#REF!, Cedar Beach Rd. (Rt. 36),7/19/2022 8:37,74.9,5.53,0.14,132,23.28,27.4,7.4,11.5,1.02
Cedar Creek ,#REF!, Cedar Beach Rd. (Rt. 36),8/23/2022 8:46,37.2,5.84,0.09,5,30.99,26.1,7.8,18.6,0.58
Cedar Creek ,#REF!, Cedar Beach Rd. (Rt. 36),9/14/2022 8:45,19.9,4.51,0.1,410,25.3,23.6,7.1,12,1.02
Cedar Creek ,#REF!, Cedar Beach Rd. (Rt. 36),10/19/2022 0:00,43.5,8.06,0.06,20,19.54,14.2,7.6,12.5,0.85
Cedar Creek ,#REF!, Cedar Beach Rd. (Rt. 36),11/15/2022 9:04,24.2,9.3,0.14,74,15.25,11.3,7.7,65.9,1.36
Savannah Ditch ,#REF!, Savannah Drive (Rd. 246),1/25/2022 8:17,2.2,9.15,0.09,133,0.74,8.3,6.9,1.06,35.7
Savannah Ditch ,#REF!, Savannah Drive (Rd. 246),3/16/2022 8:29,2,7.99,0.08,41,0.73,11.7,7,3.96,5.26
Savannah Ditch ,#REF!, Savannah Drive (Rd. 246),5/31/2022 7:52,1.8,6.43,0.22,690,0.74,23,7.6,3.45,11.2
Savannah Ditch ,#REF!, Savannah Drive (Rd. 246),7/19/2022 8:45,2.1,6.58,0.15,977,0.75,25.3,7.5,6.14,20
Savannah Ditch ,#REF!, Savannah Drive (Rd. 246),8/23/2022 8:20,3,7.11,0.13,1370,0.92,24.4,7.4,8.31,39.8
Savannah Ditch ,#REF!, Savannah Drive (Rd. 246),9/14/2022 8:33,3.5,7.93,0.17,870,0.87,20.1,7.3,6.37,40
Savannah Ditch ,#REF!, Savannah Drive (Rd. 246),10/19/2022 8:48,0.9,8.67,0.11,255,1.02,11.2,7.3,2.58,39.1
Savannah Ditch ,#REF!, Savannah Drive (Rd. 246),11/15/2022 8:38,0.5,9.43,0.2,334,0.91,9.8,7.5,1.86,16
Ingram Branch ,#REF!, Gravel Hill Rd. (Rd. 248),1/25/2022 8:26,1,9.66,0.09,192,0.69,6.7,7.1,0.98,29.1
Ingram Branch ,#REF!, Gravel Hill Rd. (Rd. 248),3/16/2022 8:38,1.2,7.31,0.07,63,0.69,11.9,7.2,1.8,5.29
Ingram Branch ,#REF!, Gravel Hill Rd. (Rd. 248),5/31/2022 8:03,2,7.09,0.24,1540,0.7,22.3,7.8,2.71,8.01
Ingram Branch ,#REF!, Gravel Hill Rd. (Rd. 248),7/19/2022 9:02,4.1,7.23,0.09,1730,0.3,23.2,7.3,4.12,5.31
Ingram Branch ,#REF!, Gravel Hill Rd. (Rd. 248),8/23/2022 8:28,6,7.44,0.16,3970,0.96,24,7.8,8.06,36.9
Ingram Branch ,#REF!, Gravel Hill Rd. (Rd. 248),9/14/2022 8:43,1.9,7.99,0.17,922,0.52,19.9,7.7,6.2,20
Ingram Branch ,#REF!, Gravel Hill Rd. (Rd. 248),10/19/2022 8:59,1.8,9.97,0.06,267,1.09,9.8,7.5,1.22,23.9
Ingram Branch ,#REF!, Gravel Hill Rd. (Rd. 248),11/15/2022 8:50,0.5,10.66,0.2,775,0.94,7.6,7.8,0.59,13.2
Broadkill River ,#REF!, Union St (Rt. 5),1/25/2022 9:24,2.7,12.24,0.03,42,0.12,4.3,6.3,3.82,5.07
Broadkill River ,#REF!, Union St (Rt. 5),3/16/2022 9:38,6.3,10.72,0.04,4,0.13,11.5,6.3,8.98,4.47
Broadkill River ,#REF!, Union St (Rt. 5),5/31/2022 8:58,5.2,7.65,0.05,104,0.11,25.5,7.1,12,2.34
Broadkill River ,#REF!, Union St (Rt. 5),7/19/2022 10:05,2.4,8.13,0.03,186,0.12,27.6,7.3,5.19,1.66
Broadkill River ,#REF!, Union St (Rt. 5),8/23/2022 9:23,5.7,7.69,0.05,215,0.13,25.6,7.3,16,1.13
Broadkill River ,#REF!, Union St (Rt. 5),9/14/2022 9:40,5.7,8.52,0.04,163,0.13,22.6,6.9,18.1,1.52
Broadkill River ,#REF!, Union St (Rt. 5),10/19/2022 9:55,0.9,10.33,0.02,2,0.13,14.5,6.9,12.3,4.48
Broadkill River ,#REF!, Union St (Rt. 5),11/15/2022 9:44,2.2,10.72,0.02,6,0.14,11.6,6.8,6.52,4.16
Broadkill River ,#REF!, Rt. 1 Bridge,1/25/2022 10:24,25.1,11.93,0.1,203,0.76,3.1,7.1,3.92,4.8
Broadkill River ,#REF!, Rt. 1 Bridge,3/16/2022 10:24,52.9,10.09,0.09,41,6.57,10.8,7.5,5.74,3.44
Broadkill River ,#REF!, Rt. 1 Bridge,5/31/2022 9:45,97.2,6.17,0.17,1450,3.01,25,7.1,35.5,2.46
Broadkill River ,#REF!, Rt. 1 Bridge,7/19/2022 11:10,58.9,7.49,0.16,651,2.63,28.3,6.9,125,1.93
Broadkill River ,#REF!, Rt. 1 Bridge,8/23/2022 10:25,28.6,5.77,0.13,1090,11.95,26.8,6.9,36.8,1.14
Broadkill River ,#REF!, Rt. 1 Bridge,9/14/2022 10:33,66.3,5.68,0.14,1260,10.08,23.6,6.9,37.9,1.16
Broadkill River ,#REF!, Rt. 1 Bridge,10/19/2022 10:49,36.4,9.95,0.11,449,3.57,14.8,7.2,94.1,2.4
Broadkill River ,#REF!, Rt. 1 Bridge,11/15/2022 10:37,34.3,9.19,0.07,345,4.46,12.8,7.1,10.6,2.57
Red Mill Pond ,#REF!, Rt. 1,1/25/2022 9:43,7,13.43,0.05,27,0.05,4,6.5,22.5,3.35
Red Mill Pond ,#REF!, Rt. 1,3/16/2022 9:58,15.1,11.06,0.06,19,0.05,12.4,6.7,18.7,2.83
Red Mill Pond ,#REF!, Rt. 1,5/31/2022 9:21,25.1,8.63,0.08,22,0.05,26.4,8,44.5,1.41
Red Mill Pond ,#REF!, Rt. 1,7/19/2022 10:39,31.2,7.98,0.1,74,0.05,29.6,7.8,54.8,1.27
Red Mill Pond ,#REF!, Rt. 1,8/23/2022 9:45,22.8,7.72,0.1,49,0.05,27.8,7.5,42.3,1.43
Red Mill Pond ,#REF!, Rt. 1,9/14/2022 9:59,22.5,8.66,0.07,37,0.05,24.2,8.4,44.5,1.27
Red Mill Pond ,#REF!, Rt. 1,10/19/2022 10:16,13.2,10.57,0.03,12,0.05,16.8,7.4,41.4,0.69
Red Mill Pond ,#REF!, Rt. 1,11/15/2022 10:07,14.2,11.41,0.05,8,0.05,12,7.4,47.3,0.91
Broadkill River 0.10 Miles From Mouth,#REF!,,1/25/2022 10:04,31.5,12,0.07,30,11.94,2.7,6.6,5.41,2.32
Broadkill River 0.10 Miles From Mouth,#REF!,,3/16/2022 10:09,11.3,10.05,0.03,5,28.3,10.4,7.4,8.71,0.3
Broadkill River 0.10 Miles From Mouth,#REF!,,5/31/2022 9:33,40.8,6.27,0.06,10,20.67,24.2,7.2,6.26,0.78
Broadkill River 0.10 Miles From Mouth,#REF!,,7/19/2022 10:53,53.2,5.05,0.07,97,17.72,28.7,6.9,17.4,0.59
Broadkill River 0.10 Miles From Mouth,#REF!,,8/23/2022 10:00,38.5,5.96,0.05,63,28.02,27,7.1,5.39,0.71
Broadkill River 0.10 Miles From Mouth,#REF!,,9/14/2022 10:17,42.5,6.44,0.03,86,23.4,24.4,6.9,7.05,0.58
Broadkill River 0.10 Miles From Mouth,#REF!,,10/19/2022 10:32,23.1,8.78,0.01,85,16.88,15.9,7.3,17.3,0.52
Broadkill River 0.10 Miles From Mouth,#REF!,,11/15/2022 10:21,28.2,9.63,0.02,10,17.65,12.1,7.3,9.78,1.07
Beaverdam Creek ,#REF!, Cave Neck Rd. (Rd. 88),1/25/2022 8:53,1.2,9.93,0.03,293,0.1,7.1,6.1,2.12,8.25
Beaverdam Creek ,#REF!, Cave Neck Rd. (Rd. 88),3/16/2022 9:05,1.6,9.04,0.03,51,0.1,10.9,6,3.1,8.05
Beaverdam Creek ,#REF!, Cave Neck Rd. (Rd. 88),5/31/2022 8:35,3,7.5,0.06,152,0.05,19.5,6.4,2.06,7.2
Beaverdam Creek ,#REF!, Cave Neck Rd. (Rd. 88),7/19/2022 9:35,2.9,7.1,0.05,1160,0.1,21.1,6.2,1.95,7.48
Beaverdam Creek ,#REF!, Cave Neck Rd. (Rd. 88),8/23/2022 8:59,2.5,7.91,0.04,582,0.1,19.8,6.4,2.06,7.78
Beaverdam Creek ,#REF!, Cave Neck Rd. (Rd. 88),9/14/2022 9:12,3.2,8.2,0.05,690,0.1,18.2,6.3,4.65,7.91
Beaverdam Creek ,#REF!, Cave Neck Rd. (Rd. 88),10/19/2022 9:29,0.9,9.71,0.03,125,0.1,11.8,6.3,0.94,8.75
Beaverdam Creek ,#REF!, Cave Neck Rd. (Rd. 88),11/15/2022 9:21,0.5,10.14,0.03,111,0.1,9.2,6.3,2.24,8.97
Beaverdam Creek ,#REF!, Carpenter Rd. (Rd. 259),1/25/2022 8:43,4.5,9.76,0.06,141,0.12,4.5,6.9,8.29,3.94
Beaverdam Creek ,#REF!, Carpenter Rd. (Rd. 259),3/16/2022 8:55,3.7,8.55,0.08,66,0.11,10,6.8,14.5,2.59
Beaverdam Creek ,#REF!, Carpenter Rd. (Rd. 259),5/31/2022 8:28,2.9,5.84,0.14,240,0.1,21.4,6.7,7.85,1.57
Beaverdam Creek ,#REF!, Carpenter Rd. (Rd. 259),8/23/2022 8:52,24.5,3.31,0.36,4840,0.17,23.7,7.9,51.8,1.25
Beaverdam Creek ,#REF!, Carpenter Rd. (Rd. 259),9/14/2022 9:02,52.2,3.53,0.59,1730,0.14,19.7,7.4,151,2.47
Beaverdam Creek ,#REF!, Carpenter Rd. (Rd. 259),10/19/2022 9:17,28.8,8.59,0.25,221,0.14,9.9,6.8,24.7,0.9
Beaverdam Creek ,#REF!, Carpenter Rd. (Rd. 259),11/15/2022 9:10,7.3,7.78,0.66,3970,0.11,8.1,6.7,20.4,1.27
Round Pole Branch ,#REF!, Cave Neck Rd. (Rd. 88),1/25/2022 9:10,6.5,10.49,0.04,48,0.13,4.5,5.9,10.2,4.84
Round Pole Branch ,#REF!, Cave Neck Rd. (Rd. 88),3/16/2022 9:29,6.5,8.31,0.04,10,0.12,10.8,5.9,22.3,4.65
Round Pole Branch ,#REF!, Cave Neck Rd. (Rd. 88),5/31/2022 8:47,3.1,3.77,0.09,271,0.12,23,6.5,0.95,1.75
Round Pole Branch ,#REF!, Cave Neck Rd. (Rd. 88),7/19/2022 9:50,5.8,5.8,0.06,321,0.12,23,6.2,2.18,2.83
Round Pole Branch ,#REF!, Cave Neck Rd. (Rd. 88),8/23/2022 9:13,11.1,6.59,0.06,420,0.13,21.3,6.3,3.75,3.26
Round Pole Branch ,#REF!, Cave Neck Rd. (Rd. 88),9/14/2022 9:27,4.7,7.21,0.06,227,0.12,19.2,6.2,2.17,3.08
Round Pole Branch ,#REF!, Cave Neck Rd. (Rd. 88),10/19/2022 9:43,2.7,8.87,0.03,142,0.13,11.4,6.2,1.05,3.96
Round Pole Branch ,#REF!, Cave Neck Rd. (Rd. 88),11/15/2022 9:34,1.1,9.14,0.03,129,0.13,8.8,6.3,4.93,3.07
Waples Pond ,#REF!, Rt. 1,1/25/2022 10:42,4.4,12.97,0.03,64,0.12,4.2,6.9,4.37,5.1
Waples Pond ,#REF!, Rt. 1,3/16/2022 10:43,2.1,12.01,0.02,17,0.11,12,7.8,1.78,5.23
Waples Pond ,#REF!, Rt. 1,5/31/2022 10:03,3,8.2,0.03,4,0.11,26.8,7.7,6.73,2.61
Waples Pond ,#REF!, Rt. 1,7/19/2022 11:25,17.9,11.05,0.03,30,0.18,30.3,9.8,85.5,1.69
Waples Pond ,#REF!, Rt. 1,8/23/2022 10:43,11.2,9.06,0.03,123,0.11,26.9,9.4,29.7,1.14
Waples Pond ,#REF!, Rt. 1,9/14/2022 10:53,8,9.43,0.03,24,0.1,23.6,8.6,13.3,1.44
Waples Pond ,#REF!, Rt. 1,10/19/2022 11:08,2.8,10.01,0.03,24,0.05,13.7,7.4,11.1,2.98
Waples Pond ,#REF!, Rt. 1,11/15/2022 11:00,7.9,11.39,0.03,15,0.11,11.4,7.8,11.8,2.73
Pemberton Branch ,#REF!, Gravel Hill Rd. (Rt. 30),1/25/2022 8:02,1.2,10.25,0.04,1370,0.1,8,6.5,0.92,9.27
Pemberton Branch ,#REF!, Gravel Hill Rd. (Rt. 30),3/16/2022 8:13,1.3,10.16,0.02,449,0.05,10.4,6.2,1.47,9.9
Pemberton Branch ,#REF!, Gravel Hill Rd. (Rt. 30),5/31/2022 7:36,3.3,8.42,0.02,615,0.05,20.1,6.4,1.29,9.75
