OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2402003-007-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-02-13,10:40:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-110011,Blackbird Creek @ Blackbird Station Rd. (Rd. 463),,,,,39.3660470000,-75.6694300000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013892075,,as P,Soluble Reactive Phosphorus (SRP),"Filtered, field",0.011,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,,https://www.nemi.gov/methods/method_summary/4823/,Delaware DNREC Environmental Laboratory,2024-02-14,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2402003-007-SPM-002-Water/results/1013892075/resdetectqntlmts,Lower Quantitation Limit,0.010,mg/L,,2024-03-28T14:20:22,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2402006-001-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-02-20,07:35:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-206011,Murderkill River @ Rt. 13,,,,,38.9758580000,-75.5675290000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013892528,,as P,"Total Phosphorus, mixed forms","Filtered, field",0.023,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-J,APHA,4500 P J ~ Persulfate Method for Simultaneous Determination of Total Nitrogen and Total Phosphorus,,,Delaware DNREC Environmental Laboratory,2024-02-29,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2402006-001-SPM-002-Water/results/1013892528/resdetectqntlmts,Lower Quantitation Limit,0.010,mg/L,,2024-03-28T14:21:01,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2402004-007-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-02-14,11:14:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-205191,Silver Lake @ Spillway (Dover City Park),,,,,39.1682910000,-75.5212240000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013892451,,as N,"Total Nitrogen, mixed forms",Unfiltered,1.83,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-J,APHA,4500 P J ~ Persulfate Method for Simultaneous Determination of Total Nitrogen and Total Phosphorus,,,Delaware DNREC Environmental Laboratory,2024-02-19,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2402004-007-SPM-002-Water/results/1013892451/resdetectqntlmts,Lower Quantitation Limit,0.100,mg/L,,2024-03-28T14:20:54,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2402003-007-SPM-004-Water,Sample-Routine,Water,Surface Water,2024-02-13,10:40:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-110011,Blackbird Creek @ Blackbird Station Rd. (Rd. 463),,,,,39.3660470000,-75.6694300000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013892088,,as N,Nitrate + Nitrite,"Filtered, field",1.81,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,Delaware DNREC Environmental Laboratory,2024-02-15,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2402003-007-SPM-004-Water/results/1013892088/resdetectqntlmts,Lower Quantitation Limit,0.030,mg/L,,2024-03-28T14:20:22,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401007-011-SPM-004-Water,Sample-Routine,Water,Surface Water,2024-01-18,10:29:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-206091,Murderkill River @ Bay Rd. (Rt. 1/113),,,,,39.0108200000,-75.4583710000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013890129,,as N,Ammonia,Unfiltered,0.138,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,350.1,USEPA,350.1 ~ EPA; Ammonia Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/5405/,Delaware DNREC Environmental Laboratory,2024-01-22,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401007-011-SPM-004-Water/results/1013890129/resdetectqntlmts,Lower Quantitation Limit,0.020,mg/L,,2024-03-28T14:17:54,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2402006-002-SPM-004-Water,Sample-Routine,Water,Surface Water,2024-02-20,07:43:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-206041,Browns Branch @ Milford-Harrington Hwy. (Rt. 14),,,,,38.9228310000,-75.5513010000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013892573,,as N,Ammonia,Unfiltered,0.097,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,350.1,USEPA,350.1 ~ EPA; Ammonia Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/5405/,Delaware DNREC Environmental Laboratory,2024-02-22,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2402006-002-SPM-004-Water/results/1013892573/resdetectqntlmts,Lower Quantitation Limit,0.020,mg/L,,2024-03-28T14:21:04,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401016-007-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-01-17,10:07:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-301031,Cedar Creek @ Coastal Hwy. (Rt. 1),,,,,38.8780100000,-75.3592910000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013890358,Present Below Quantification Limit,as P,Soluble Reactive Phosphorus (SRP),"Filtered, field",0.004,mg/L,J,Final,,Estimated,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,,https://www.nemi.gov/methods/method_summary/4823/,Delaware DNREC Environmental Laboratory,2024-01-18,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401016-007-SPM-002-Water/results/1013890358/resdetectqntlmts,Lower Quantitation Limit,0.010,mg/L,,2024-03-28T14:18:12,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401027-005-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-01-31,10:24:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-205191,Silver Lake @ Spillway (Dover City Park),,,,,39.1682910000,-75.5212240000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013891086,,as N,"Total Nitrogen, mixed forms","Filtered, field",1.30,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-J,APHA,4500 P J ~ Persulfate Method for Simultaneous Determination of Total Nitrogen and Total Phosphorus,,,Delaware DNREC Environmental Laboratory,2024-02-02,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401027-005-SPM-002-Water/results/1013891086/resdetectqntlmts,Lower Quantitation Limit,0.100,mg/L,,2024-03-28T14:19:13,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401026-005-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-01-30,09:59:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-207111,White Marsh Br. @ Cedar Grove Church Rd. (Rd. 268),,,,,38.9789780000,-75.7256780000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013890869,,as P,Soluble Reactive Phosphorus (SRP),"Filtered, field",0.055,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,,https://www.nemi.gov/methods/method_summary/4823/,Delaware DNREC Environmental Laboratory,2024-01-31,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401026-005-SPM-002-Water/results/1013890869/resdetectqntlmts,Lower Quantitation Limit,0.010,mg/L,,2024-03-28T14:18:57,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2402009-019-SPM-004-Water,Quality Control Sample-Field Replicate,Water,Surface Water,2024-02-27,07:47:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-304371,Clear BrooK @ Cannon Rd. (Rt. 18),,,,,38.6950540000,-75.6019900000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013893764,,as N,Nitrate + Nitrite,Unfiltered,15.7,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,Delaware DNREC Environmental Laboratory,2024-02-29,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2402009-019-SPM-004-Water/results/1013893764/resdetectqntlmts,Lower Quantitation Limit,0.150,mg/L,,2024-03-28T14:22:31,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401029-003-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-02-06,09:01:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-104011,Brandywine Creek @ Foot Bridge in Brandywine Park,,,,,39.7600400000,-75.5560930000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013891251,,as P,Soluble Reactive Phosphorus (SRP),"Filtered, field",0.026,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,,https://www.nemi.gov/methods/method_summary/4823/,Delaware DNREC Environmental Laboratory,2024-02-07,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401029-003-SPM-002-Water/results/1013891251/resdetectqntlmts,Lower Quantitation Limit,0.010,mg/L,,2024-03-28T14:19:25,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401007-004-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-01-18,09:32:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-206451,Coursey Pond @ Canterbury Rd. (Rt. 15),,,,,38.9888890000,-75.5108240000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013889950,,as N,"Total Nitrogen, mixed forms",Unfiltered,3.90,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-J,APHA,4500 P J ~ Persulfate Method for Simultaneous Determination of Total Nitrogen and Total Phosphorus,,,Delaware DNREC Environmental Laboratory,2024-01-24,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401007-004-SPM-002-Water/results/1013889950/resdetectqntlmts,Lower Quantitation Limit,0.100,mg/L,,2024-03-28T14:17:44,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401001-017-SPM-004-Water,Sample-Routine,Water,Surface Water,2024-01-09,10:11:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-106141,Christina River @ Sunset Lake Rd. (Rt. 72) (USGS gage 01478000),,,,,39.6374560000,-75.7284800000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013889493,,as N,Ammonia,Unfiltered,0.033,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,350.1,USEPA,350.1 ~ EPA; Ammonia Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/5405/,Delaware DNREC Environmental Laboratory,2024-01-16,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401001-017-SPM-004-Water/results/1013889493/resdetectqntlmts,Lower Quantitation Limit,0.020,mg/L,,2024-03-28T14:17:09,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401029-014-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-02-06,09:07:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-105171,White Clay Creek @ McKees Lane,,,,,39.6899700000,-75.7375900000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013891668,,as P,Soluble Reactive Phosphorus (SRP),"Filtered, field",0.012,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,,https://www.nemi.gov/methods/method_summary/4823/,Delaware DNREC Environmental Laboratory,2024-02-07,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401029-014-SPM-002-Water/results/1013891668/resdetectqntlmts,Lower Quantitation Limit,0.010,mg/L,,2024-03-28T14:19:51,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401016-005-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-01-17,09:34:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-208061,Mispillion River @ Cedar Creek confluence,,,,,38.9465560000,-75.3136220000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013890297,,as P,"Total Phosphorus, mixed forms","Filtered, field",0.020,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-J,APHA,4500 P J ~ Persulfate Method for Simultaneous Determination of Total Nitrogen and Total Phosphorus,,,Delaware DNREC Environmental Laboratory,2024-01-24,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401016-005-SPM-002-Water/results/1013890297/resdetectqntlmts,Lower Quantitation Limit,0.010,mg/L,,2024-03-28T14:18:07,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2402003-012-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-02-13,08:34:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-202021,Garrisons Lake @ DuPont Hwy. (Rt. 13),,,,,39.2438320000,-75.5880750000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013892214,,as N,"Total Nitrogen, mixed forms",Unfiltered,3.31,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-J,APHA,4500 P J ~ Persulfate Method for Simultaneous Determination of Total Nitrogen and Total Phosphorus,,,Delaware DNREC Environmental Laboratory,2024-02-19,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2402003-012-SPM-002-Water/results/1013892214/resdetectqntlmts,Lower Quantitation Limit,0.100,mg/L,,2024-03-28T14:20:34,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401016-001-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-01-17,07:26:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-208231,Beaverdam Branch @ Deep Grass Ln. (Rd. 384),,,,,38.9056580000,-75.5124460000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013890182,,as N,"Total Nitrogen, mixed forms",Unfiltered,4.61,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-J,APHA,4500 P J ~ Persulfate Method for Simultaneous Determination of Total Nitrogen and Total Phosphorus,,,Delaware DNREC Environmental Laboratory,2024-01-24,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401016-001-SPM-002-Water/results/1013890182/resdetectqntlmts,Lower Quantitation Limit,0.100,mg/L,,2024-03-28T14:17:57,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2402009-007-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-02-27,10:39:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-316031,Gravelly Branch @ Deer Forest Rd. (Rd. 565),,,,,38.7370050000,-75.4818640000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013893327,,as N,"Total Nitrogen, mixed forms",Unfiltered,2.26,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-J,APHA,4500 P J ~ Persulfate Method for Simultaneous Determination of Total Nitrogen and Total Phosphorus,,,Delaware DNREC Environmental Laboratory,2024-03-05,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2402009-007-SPM-002-Water/results/1013893327/resdetectqntlmts,Lower Quantitation Limit,0.100,mg/L,,2024-03-28T14:22:00,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2402007-007-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-02-21,10:51:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-301031,Cedar Creek @ Coastal Hwy. (Rt. 1),,,,,38.8780100000,-75.3592910000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013893044,,as P,Soluble Reactive Phosphorus (SRP),"Filtered, field",0.011,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,,https://www.nemi.gov/methods/method_summary/4823/,Delaware DNREC Environmental Laboratory,2024-02-21,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2402007-007-SPM-002-Water/results/1013893044/resdetectqntlmts,Lower Quantitation Limit,0.010,mg/L,,2024-03-28T14:21:39,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401001-005-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-01-09,09:43:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-103031,Red Clay Creek @ Lancaster Pike (Rt. 48) (USGS gage 01480000),,,,,39.7628780000,-75.6365780000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013889043,,as N,"Total Nitrogen, mixed forms","Filtered, field",3.48,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-J,APHA,4500 P J ~ Persulfate Method for Simultaneous Determination of Total Nitrogen and Total Phosphorus,,,Delaware DNREC Environmental Laboratory,2024-01-12,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401001-005-SPM-002-Water/results/1013889043/resdetectqntlmts,Lower Quantitation Limit,0.100,mg/L,,2024-03-28T14:16:39,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2402009-012-SPM-004-Water,Sample-Routine,Water,Surface Water,2024-02-27,08:04:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-304381,Bucks Branch @ Conrail Rd. (Rd. 546),,,,,38.6863740000,-75.6176960000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013893505,,as N,Nitrate + Nitrite,Unfiltered,8.56,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,Delaware DNREC Environmental Laboratory,2024-02-29,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2402009-012-SPM-004-Water/results/1013893505/resdetectqntlmts,Lower Quantitation Limit,0.150,mg/L,,2024-03-28T14:22:12,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401017-008-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-01-17,11:05:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-303051,Red Mill Pond @ Rt. 1,,,,,38.7600410000,-75.2030280000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013890637,,as P,"Total Phosphorus, mixed forms",Unfiltered,0.040,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-J,APHA,4500 P J ~ Persulfate Method for Simultaneous Determination of Total Nitrogen and Total Phosphorus,,,Delaware DNREC Environmental Laboratory,2024-01-24,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401017-008-SPM-002-Water/results/1013890637/resdetectqntlmts,Lower Quantitation Limit,0.010,mg/L,,2024-03-28T14:18:37,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401017-002-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-01-17,09:34:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-303011,Savannah Ditch @ Savannah Drive (Rd. 246),,,,,38.7183510000,-75.3757090000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013890478,,as P,Soluble Reactive Phosphorus (SRP),"Filtered, field",0.054,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,,https://www.nemi.gov/methods/method_summary/4823/,Delaware DNREC Environmental Laboratory,2024-01-18,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401017-002-SPM-002-Water/results/1013890478/resdetectqntlmts,Lower Quantitation Limit,0.010,mg/L,,2024-03-28T14:18:23,STORET
